DATA_LOAD_ID,RAW_SRC_PK,RAW_SRC_PK_TYP,RAW_FK,RAW_FK_TYP,PRIMARY_NAME,BUS_NM_TYP
ALL_FDIC_201904,"1,324,833,135",PR_RECORD_ID,1117,FDIC_CERT_NUM,AMERICAN BANK & TRUST,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,139",PR_RECORD_ID,1122,FDIC_CERT_NUM,FIRST FIDELITY BANK,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,149",PR_RECORD_ID,1135,FDIC_CERT_NUM,PEOPLES STATE BANK OF BLOOMER,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,158",PR_RECORD_ID,1146,FDIC_CERT_NUM,CITIZENS STATE BANK,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,161",PR_RECORD_ID,1149,FDIC_CERT_NUM,ALTERRA BANK,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,163",PR_RECORD_ID,1151,FDIC_CERT_NUM,THE STATE BANK,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,171",PR_RECORD_ID,1164,FDIC_CERT_NUM,THE CITIZENS BANK,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,172",PR_RECORD_ID,1165,FDIC_CERT_NUM,THE FIRST BANK OF OKARCHE,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,181",PR_RECORD_ID,1176,FDIC_CERT_NUM,"FIRST STAR BANK, S.S.B.",PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,193",PR_RECORD_ID,1193,FDIC_CERT_NUM,THE HUNTSVILLE NATIONAL BANK,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,211",PR_RECORD_ID,1218,FDIC_CERT_NUM,FIRST STATE BANK,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,220",PR_RECORD_ID,1232,FDIC_CERT_NUM,CITIZENS STATE BANK OF SANTA PAULA,PRIMARY_BANK_NAME
